linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
55623808,eliminacion_score_automatico,score_total: 13.77 (threshold_automatico: 14.63),,2.5,sem:13.7 len:6.0 div:15.0 hsk:15.0,num:0.0 maq:7.0 ent:2.0,"Per als clients, les mesures d'aplicació i seguret...",NIP6000E能够更好地保障客户应用和业务安全，实现对网络基础设施、服务器、客户端以及网络带宽性能...
55716747,eliminacion_score_automatico,score_total: 5.45 (threshold_automatico: 14.63),,2.5,sem:12.3 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Molí de vent al capvespre Posta de sol sobre el ri...,风车日落河上夕阳日落和日出照片免费下载
55832790,eliminacion_score_automatico,score_total: 13.49 (threshold_automatico: 14.63),,2.5,sem:13.8 len:11.0 div:15.0 hsk:8.0,num:8.0 maq:7.0 ent:2.0,Dessuadora SIMONE ROCHA Jersei de puntes amb volan...,SIMONEROCHA褶皱带装饰的球衣运动衫
55975396,eliminacion_score_automatico,score_total: 13.51 (threshold_automatico: 14.63),,2.5,sem:11.9 len:15.0 div:15.0 hsk:8.0,num:0.0 maq:7.0 ent:2.0,"14 Downie Terrace, Edimburg, Regne Unit (Mostrar m...",20MayfieldGardens，爱丁堡，英国（显示地图）
58354338,eliminacion_score_automatico,score_total: 9.99 (threshold_automatico: 14.63),,2.5,sem:14.6 len:6.0 div:15.0 hsk:8.0,num:6.0 maq:10.0 ent:8.0,Capítol 112: 4 de setembre de 11,第112章赤灵下
58507683,eliminacion_score_automatico,score_total: 5.67 (threshold_automatico: 14.63),,2.5,sem:13.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Tema de l'esdeveniment,会议主题
58726986,eliminacion_score_automatico,score_total: 10.54 (threshold_automatico: 14.63),,2.5,sem:9.3 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:8.0,màquina de modelo per injecció de disc,注塑机加工
58728058,eliminacion_score_automatico,score_total: 13.71 (threshold_automatico: 14.63),,2.5,sem:10.7 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Concurs fotogràfic de llançament Organització de l...,教科文组织简介联合国教育、科学与文化组织。
59102146,eliminacion_score_automatico,score_total: 5.07 (threshold_automatico: 14.63),,2.5,sem:8.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Altres treballs relacionats amb treballs d'auditor...,与下列各项相关的其他工作
59592437,eliminacion_score_automatico,score_total: 14.01 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Un mercat de consum que funcioni correctament com ...,为建立支撑日本经济的消费市场
59968514,eliminacion_score_automatico,score_total: 6.10 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Previsió mensual del temps i Clima Dinamarca DK Co...,天气预报丹麦DK目录
60321181,eliminacion_score_automatico,score_total: 11.11 (threshold_automatico: 14.63),,2.5,sem:12.2 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:8.0 ent:2.0,El pare de Dillon més tard va canviar el seu cogno...,狄龙的父亲将家族的姓改成了其祖母的娘家姓。
60591391,eliminacion_score_automatico,score_total: 13.17 (threshold_automatico: 14.63),,2.5,sem:11.4 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,De vegades també se' l veu com un protector de tre...,他有时也被视为财宝护神。
60778149,eliminacion_score_automatico,score_total: 13.91 (threshold_automatico: 14.63),,2.5,sem:12.4 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,La principal diferència és que la transformada de ...,主要区别在于拉普拉斯变换有一个变换有效的收敛域。
61645471,eliminacion_score_automatico,score_total: 14.42 (threshold_automatico: 14.63),,2.5,sem:13.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Com podem confiar en la nostra pròpia avaluació de...,‧我们如何信任自己的直觉？
61786419,eliminacion_score_automatico,score_total: 5.21 (threshold_automatico: 14.63),,2.5,sem:12.0 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Celebració musical d'estiu de l'escola secundària ...,迪斯尼春季学校假期庆祝活动
61922895,eliminacion_score_automatico,score_total: 9.37 (threshold_automatico: 14.63),,2.5,sem:13.2 len:6.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,El 8è mes de l'any és Agost,第八个月份是八月
62162925,eliminacion_score_automatico,score_total: 5.95 (threshold_automatico: 14.63),,2.5,sem:14.0 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Construeix ràpidament,快速建站
62192454,eliminacion_score_automatico,score_total: 12.00 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,La millor manera d'estimar-se a si mateix,爱自己最好的方法
62413061,eliminacion_score_automatico,score_total: 14.41 (threshold_automatico: 14.63),,2.5,sem:13.4 len:11.0 div:15.0 hsk:15.0,num:0.0 maq:8.0 ent:2.0,Hem trobat 8980 establiments,8400找到的住宿
63357207,eliminacion_score_automatico,score_total: 8.13 (threshold_automatico: 14.63),,2.5,sem:18.8 len:15.0 div:0.0 hsk:20.0,num:6.0 maq:10.0 ent:2.0,Gener (34) Febrer (66) Març (65) Abril (21) Maig (...,1月（34）2月（66）3月（65）4月（21）5月（146）6月（1009）7月（223）8月（2...
63391733,eliminacion_score_automatico,score_total: -5.09 (threshold_automatico: 14.63),,2.5,sem:13.9 len:0.0 div:15.0 hsk:0.0,num:10.0 maq:10.0 ent:2.0,3 Descobriment de la Badia,3愉景湾
63518500,eliminacion_score_automatico,score_total: 6.38 (threshold_automatico: 14.63),,2.5,sem:11.8 len:6.0 div:15.0 hsk:8.0,num:10.0 maq:10.0 ent:2.0,Mel 2 ampolles,蜜糖2支
63525456,eliminacion_score_automatico,score_total: 5.43 (threshold_automatico: 14.63),,2.5,sem:9.8 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Recorregut per diversos països,多国连线游
63639229,eliminacion_score_automatico,score_total: 8.76 (threshold_automatico: 14.63),,2.5,sem:13.7 len:6.0 div:15.0 hsk:15.0,num:0.0 maq:10.0 ent:2.0,Mestresses de casa7926,主妇7944
63821875,eliminacion_score_automatico,score_total: 13.98 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Articles principals: Desarmament i Desarmament nuc...,核裁军计划是指减少或销毁核武器，或者通过完全销毁核武器从而达无核化世界的目的。
66553448,eliminacion_score_automatico,score_total: 14.19 (threshold_automatico: 14.63),,2.5,sem:14.8 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,"En cas contrari, no estaries responent e-mails a m...",否则你不会半夜回邮件，同手机共枕眠。
67322853,eliminacion_score_automatico,score_total: 13.92 (threshold_automatico: 14.63),,2.5,sem:14.2 len:6.0 div:15.0 hsk:15.0,num:0.0 maq:7.0 ent:2.0,"""El controlador de gairebé 100 milions d'increment...",“近1亿增量的驱动程序，ETC属于日常刚性支付方案。
67836785,eliminacion_score_automatico,score_total: 5.86 (threshold_automatico: 14.63),,2.5,sem:14.2 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Continua la lectura de La ciutat del futur?,继续阅读“未来之城市”
68745834,eliminacion_score_automatico,score_total: 14.26 (threshold_automatico: 14.63),,2.5,sem:12.2 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:8.0 ent:2.0,"En cas contrari, l'ou es trencarà.",否则鸡蛋会破的。
69752264,eliminacion_score_automatico,score_total: 14.19 (threshold_automatico: 14.63),,2.5,sem:14.8 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,La meva experiència específica inclou serveis d'au...,具体工作经历包括审计服务、企业和个人税务咨询，并担任多家客户的顾问委员会成员。
72894098,eliminacion_score_automatico,score_total: 5.55 (threshold_automatico: 14.63),,2.5,sem:13.2 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Buscar la major resolució,寻找最佳分辨率
73978462,eliminacion_score_automatico,score_total: 14.18 (threshold_automatico: 14.63),,2.5,sem:15.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Alguns dels especialistes internacionals participa...,众多与会国际专家
76164316,eliminacion_score_automatico,score_total: 5.19 (threshold_automatico: 14.63),,2.5,sem:14.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Vaig tornar a ser convidat,又被邀请
77486124,eliminacion_score_automatico,score_total: 14.58 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Hi ha passejades per la natura disponible a la set...,还有天然小径上可用以及特殊事件周末家庭全年的计划。
78280252,eliminacion_score_automatico,score_total: 14.58 (threshold_automatico: 14.63),,2.5,sem:13.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Per a més informació sobre algun dels esdeveniment...,具体事宜请与主办单位直接联系沟通。
78685358,eliminacion_score_automatico,score_total: 14.15 (threshold_automatico: 14.63),,2.5,sem:15.5 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,La nova generació de comerç electrònic,电子商贸新世代
78966879,eliminacion_score_automatico,score_total: 12.94 (threshold_automatico: 14.63),,2.5,sem:14.8 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:8.0,Transformació d'energies emocionals,转化情绪能量
80510860,eliminacion_score_automatico,score_total: 14.47 (threshold_automatico: 14.63),,2.5,sem:13.2 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"A més, el Grup de les Nacions Unides per al Desenv...",此外，联合国发展集团一直在考虑各种相互承认在参与组织的服务以鼓励调动的提议。
80701677,eliminacion_score_automatico,score_total: 14.23 (threshold_automatico: 14.63),,2.5,sem:12.4 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,El representant de Mauritània va subratllar la imp...,他强调说，目前进行的权力下放工作以及政府对当地社区的支持非常重要。
80764898,eliminacion_score_automatico,score_total: 14.13 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Incumbeix a l'Estat la responsabilitat primària de...,国家对消除极端贫困负有首要责任。
80815967,eliminacion_score_automatico,score_total: 14.16 (threshold_automatico: 14.63),,2.5,sem:14.7 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,L'orador formula una crida a tots els Estats membr...,他谨呼吁所有成员国及时缴纳其分摊会费。
80973254,eliminacion_score_automatico,score_total: 14.25 (threshold_automatico: 14.63),,2.5,sem:15.8 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"Va suggerir, en particular, que es preguntés al Pr...",它特别建议询问维持和平行动特别委员会主席是否需要宪章特别委员会来协助审议提高联合国维持和平效力所涉及...
81006936,eliminacion_score_automatico,score_total: 5.87 (threshold_automatico: 14.63),,2.5,sem:13.9 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,El càrrec de President és rotatori entre les diver...,主席按区域轮换担任。
81037692,eliminacion_score_automatico,score_total: 14.19 (threshold_automatico: 14.63),,2.5,sem:14.8 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Acollim complaguts la nova orientació que donen le...,我们欢迎多边金融机构的新发展焦点，特别是关于贫穷减缓。
81375801,eliminacion_score_automatico,score_total: 3.98 (threshold_automatico: 14.63),,2.5,sem:14.3 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:8.0 ent:2.0,Les reclamacions recentment aprovades tenen priori...,新核准索赔的最初付款，优先于以往核准的索赔的后续付款。
81468232,eliminacion_score_automatico,score_total: 13.84 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Un altre factor important en el desencadenament de...,预防爆发冲突的另一个重要因素是促进可持续发展。
81663542,eliminacion_score_automatico,score_total: 14.35 (threshold_automatico: 14.63),,2.5,sem:13.8 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Les delegacions van instar al FNUAP que en els seu...,诸代表团敦请人口基金在今后的评价报告中突出战略建议以及高级管理人员对此的反应。
81908720,eliminacion_score_automatico,score_total: 12.88 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:20.0,num:6.0 maq:10.0 ent:2.0,"Respecte de l'enquesta sobre la lectura, s'encorat...",关于读者情况调查，希望还未这样做的各国在3月8日前作出答复。
82369451,eliminacion_score_automatico,score_total: 4.23 (threshold_automatico: 14.63),,2.5,sem:12.4 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Viatges de participants en anys anteriors,往年与会者的旅费
82507119,eliminacion_score_automatico,score_total: 14.54 (threshold_automatico: 14.63),,2.5,sem:13.5 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,iv) Qualsevol defecte que s'observi en el sistema ...,（四）控制收支或用品和设备的一般制度或细则上的缺陷；
82518253,eliminacion_score_automatico,score_total: 13.40 (threshold_automatico: 14.63),,2.5,sem:15.5 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Distribucions de probabilitat contínues,连续概率分布
83442767,eliminacion_score_automatico,score_total: 14.04 (threshold_automatico: 14.63),,2.5,sem:14.3 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Jamaica està satisfeta amb la programació de la Rà...,牙买加对联合国电台的节目非常满意，节目实际上覆盖了整个区域，希望继续拨款使其成为新闻部的长期活动，同...
83532550,eliminacion_score_automatico,score_total: 6.76 (threshold_automatico: 14.63),,2.5,sem:14.2 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Ministeri d'Agricultura i Pesca,农业和渔业部
83774377,eliminacion_score_automatico,score_total: 14.43 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Totes les armes i municions que es trobessin o l'e...,任何在该日期之后发现或报告的武器弹药都将被视为违反禁运。
83803702,eliminacion_score_automatico,score_total: 11.55 (threshold_automatico: 14.63),,2.5,sem:16.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:8.0 ent:2.0,Infraestructura per a l'intercanvi d'informació,信息交换的基础设施
84005624,eliminacion_score_automatico,score_total: 2.59 (threshold_automatico: 14.63),,2.5,sem:15.3 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:7.0 ent:2.0,En aquesta carta es disposava que aquest augment d...,"该信指出，采购权增加后，""你必须向法律和采购支助处提供所有金额超过100000美元的合同的副本，供事..."
85968455,eliminacion_score_automatico,score_total: 14.25 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Els resultats de les recerques es vincularan estre...,研究成果将与提供咨询服务以及开办培训、讲习班和讲座密切挂钩，以提高人员和机构能力。
87324735,eliminacion_score_automatico,score_total: 6.70 (threshold_automatico: 14.63),,2.5,sem:14.0 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,"d) "" Procediments per a la presentació i examen de...","""提交和审议大规模清洁发展机制项目活动的拟议新基线和监测方法的程序""（第1版）；"
87569340,eliminacion_score_automatico,score_total: 13.54 (threshold_automatico: 14.63),,2.5,sem:16.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Empreses transnacionals i responsabilitat empresar...,跨国公司和公司责任
88068194,eliminacion_score_automatico,score_total: 14.22 (threshold_automatico: 14.63),,2.5,sem:14.9 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Les agricultores són responsables d'una producció ...,女农民是各区域粮食生产的主力，她们面临着严峻挑战。
88130669,eliminacion_score_automatico,score_total: 12.97 (threshold_automatico: 14.63),,2.5,sem:15.2 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,"Després de l'aprovació del projecte de resolució, ...",决议草案通过后，副主席（卢森堡）发言。
88928606,eliminacion_score_automatico,score_total: 11.82 (threshold_automatico: 14.63),,2.5,sem:13.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:8.0,Avaluació de l'Estratègia de mitjà termini,中期战略评估
89109880,eliminacion_score_automatico,score_total: 14.58 (threshold_automatico: 14.63),,2.5,sem:13.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Els actius que es mantenen fins al venciment no s'...,持有至到期资产不按市价计值，因此账面价值不受利率变动的影响。
89614870,eliminacion_score_automatico,score_total: 14.24 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,La cooperació per a la reducció de les amenaces ab...,合作减少威胁方案包括各项单独的方案，就反扩散宣传、扩散途径、边境安全和拦截、运输、大规模毁灭性武器材...
89821213,eliminacion_score_automatico,score_total: 5.96 (threshold_automatico: 14.63),,2.5,sem:11.5 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Total de subministraments i articles fungibles uti...,使用的用品和消耗品共计
91659924,eliminacion_score_automatico,score_total: 13.94 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Aquests donants internacionals poden considerar la...,这些国际捐助者可尽快向安全理事会提交评估，介绍其援助在帮助资助冲突的继续存在和维持大湖区现状方面所起...
91793005,eliminacion_score_automatico,score_total: 14.12 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Columnes d'intercanvi líquid-líquid en contracorre...,为使用化学交换工艺的铀浓缩装置专门设计或制造的，有机械动力输入的逆流液−液交换柱（即带有筛板的脉冲柱...
92112260,eliminacion_score_automatico,score_total: 14.45 (threshold_automatico: 14.63),,2.5,sem:13.2 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"En alta mar, els Estats del pavelló tenen el deure...",在公海上，船旗国必须为本国国民采取或与其他国家合作采取养护公海生物资源的必要措施（第一一七条）。
92586920,eliminacion_score_automatico,score_total: 13.63 (threshold_automatico: 14.63),,2.5,sem:13.8 len:6.0 div:11.0 hsk:20.0,num:0.0 maq:7.0 ent:2.0,"Camilo Reyes Rodríguez, President de la Conferènci...",在主题为“对联合国小武器大会的评价”的第1次会议上，日本外交部特别助理兼会议主席堂胁光郎先生、联合国...
92800404,eliminacion_score_automatico,score_total: 11.77 (threshold_automatico: 14.63),,2.5,sem:13.4 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:8.0 ent:2.0,(Els noms dels màrtirs que han estat identificats ...,迄今查明的烈士的名字载于本信附件。
