linea,tipo,razon,texto_original
81937530,eliminacion_chino,caracteres_no_chinos: {'.'},30.赞赏地注意到《贸易优惠体系框架协定》在按规定经十个以上成员国批准之后现已生效，并欢迎土耳其共和国提出主办即将在框架协定下举行的第一轮谈判的提议。
81977335,eliminacion_chino,caracteres_no_chinos: {'.'},19. 必须要通过审查有关发展问题的国际机构提出的建议和公式来解决这一问题，其中包括审查发展权问题工作组提出的建议，后者未能充分反映独立专家报告所载的观点和意见以及成员们所讨论的观点和意见。
81980810,eliminacion_chino,"caracteres_no_chinos: {'.', ','}","49. 检察官办公室预计,2003年将至少开始另外6个新案件的审理，共涉及被告16人，即Seromba案有1名被告，Muvunyi案有2名被告，Ndindabahizi案有1名被告，军方二案、政府一和..."
82021623,eliminacion_chino,"caracteres_no_chinos: {','}","为了巩固网络,2002年6月在北京与清华大学共同主办第二次会议。"
82032050,eliminacion_chino,caracteres_no_chinos: {'.'},32. 吁请存在着族裔、宗教或语言少数群体或土著人的所有国家不要剥夺属于此种群体的儿童或土著儿童与其群体成员一道享受自己的文化、表明信仰和信奉自己的宗教、或使用自己的语言的权利；
82161477,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",28. Al-Malki先生（沙特阿拉伯）感谢特别委员会的委员客观公正地介绍以色列在被占巴勒斯坦领土上的政策和行为。
82167844,eliminacion_chino,caracteres_no_chinos: {'-'},- 加德满都管理学院
82199542,eliminacion_chino,caracteres_no_chinos: {'.'},3. 又认可行政和预算问题咨询委员会报告5 第2至18段所载的意见和建议；
82310330,eliminacion_chino,caracteres_no_chinos: {'.'},1. 运动的财政资源来自：
82313585,eliminacion_chino,caracteres_no_chinos: {'*'},* 促进人类住区的可持续能源和运输
82340662,eliminacion_chino,caracteres_no_chinos: {'.'},14. 还请人权事务高级专员办事处同有关国家政府协商，设法在世界不同地区，尤其是在非洲、亚洲、大洋洲和拉丁美洲地区，组织讨论土著问题的会议，以便土著人民有更多机会参与，还可提高公众对影响土著人民的问题...
82357854,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",5. 2002-2003年订正支助预算所需资源
82368376,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",C. 基准和监测计划的方法……. 31 - 39 11
82376148,eliminacion_chino,caracteres_no_chinos: {'.'},12. 非附件一所列缔约方（非附件一缔约方）可承办清洁发展机制之下的造林或再造林项目活动，条件是已选定并通过为清洁发展机制所指定的国家主管部门向秘书处报告：
82394195,eliminacion_chino,"caracteres_no_chinos: {'/', ','}","荒漠化总共影响到2亿5千万人民和地球表面的1/3, 约为400万公顷土地。 全世界的肥沃土壤由于过度耕作和过度放牧、毁林、公开不足和过度使用正在不断退化。"
82415102,eliminacion_chino,"caracteres_no_chinos: {','}","此外,2002年11月15日，秘鲁由拉丁美洲和加勒比国家集团提名，当选筹备委员会主席。"
82424801,eliminacion_chino,"caracteres_no_chinos: {','}","在议会不愿意同意候选人而耽搁了一段时间之后，我的特别代表于12月11日，按照适当的程序又任命了42名法官和检察官，其中21人是科索沃塞族人,19人是科索沃阿族人,1名波什尼亚克族人和1名戈拉尼人。"
82441910,eliminacion_chino,caracteres_no_chinos: {'.'},60. 因此，我得出了唯一可能的结论，并宣布本进程已走到了路的尽头。
82454193,eliminacion_chino,caracteres_no_chinos: {'-'},- 第三章：防止和反对恐怖主义：
82472536,eliminacion_chino,caracteres_no_chinos: {'.'},19. 根据2003年3月6日举行委员会特别会议后议定的行动计划，委员会继续扩大与各国际、区域和分区域组织的联系及合作。
82522762,eliminacion_chino,caracteres_no_chinos: {'.'},"4. 贸发会议编拟了一份题为 "" 非洲的经济发展：从调整至减贫：新意何在？ "" 的报告。”"
82562404,eliminacion_chino,caracteres_no_chinos: {'.'},23. 委员会欢迎各国政府就一读通过的关于外交保护的条款草案的各个方面发表评论和意见。
82568507,eliminacion_chino,caracteres_no_chinos: {'.'},31. 若干核大国提议说，在安全保障方面，安全理事会的第984（1995）号决议以及建立无核武器区条约的附加议定书产生的保障已经足够。
82573393,eliminacion_chino,caracteres_no_chinos: {'.'},15. 在同次会议上，理事会获悉，第五十一届会议的工作没有引起任何经费问题。
82582233,eliminacion_chino,caracteres_no_chinos: {'.'},2.1.8弹药
82582694,eliminacion_chino,caracteres_no_chinos: {'.'},7. 欧洲联盟成员国这方面将继续积极参与所有适当的论坛，并讨论有助于增进所有联合国会员国间的信任和加强它们之间安全的透明度措施。
82589146,eliminacion_chino,caracteres_no_chinos: {'.'},D. 伙伴关系
82603815,eliminacion_chino,caracteres_no_chinos: {'.'},10. 副秘书长级的秘书长特别代表协助秘书长执行ONUB的任务，并负责该行动的整体管理，协调联合国系统在布隆迪的所有活动。
82648298,eliminacion_chino,caracteres_no_chinos: {'.'},""" 5. 鼓励各国政府与联合国系统及其他利益有关者合作，加强最脆弱区域的能力建设，使它们能够解决加剧脆弱性的社会经济因素，并鼓励国际社会在这方面向发展中国家提供有效援助；"
82662371,eliminacion_chino,caracteres_no_chinos: {'.'},100. 各项目经理的义务是确保项目支出不超过核定项目预算。
82683407,eliminacion_chino,caracteres_no_chinos: {'*'},* 平均2 000名官兵进驻、轮调和返国
82689913,eliminacion_chino,caracteres_no_chinos: {'.'},40. 全球化学品统一分类标签制度。
82786616,eliminacion_chino,caracteres_no_chinos: {'-'},谨随函附上2004年11月2日特别政治和非殖民化委员会（第四委员会）主席的信，供第五委员会审议。 信中转递第四委员会在议程项目109下对2006-2007年期间拟议战略框架方案23（新闻）的审查结果（...
82821419,eliminacion_chino,caracteres_no_chinos: {'.'},8. 鼓励联合国系统各专门机构和其他组织，特别是通过商谈合作协定，并通过联合国和伊斯兰会议组织各优先关心领域合作协调中心的接触和会商，继续扩大同伊斯兰会议组织各附属机关及专门机构和联系机构的合作；
82856797,eliminacion_chino,"caracteres_no_chinos: {'%', '-'}",1998年活产中大约3%的产妇是15-19岁的已婚女孩，其中28%是第二胎或二胎以上。
82866171,eliminacion_chino,caracteres_no_chinos: {'.'},4. 在批准《公约》后建立了一个委员会，负责监测《公约》的执行和委托就妇女地位进行研究。
82874263,eliminacion_chino,caracteres_no_chinos: {'.'},54.还通过税收优惠制度有针对性地刺激妇女的劳动积极性。
82880352,eliminacion_chino,caracteres_no_chinos: {'.'},648. 委员会建议缔约国：
82896680,eliminacion_chino,caracteres_no_chinos: {'.'},68. 继续加强国际合作与交流。 认真学习借鉴国外安全生产的先进经验，结合中国国情加以吸收和运用。
82918384,eliminacion_chino,caracteres_no_chinos: {'.'},3. 也是在第14次会议续会上，苏丹代表提出一个问题，社会政策和发展司司长对此作了答复。
82942015,eliminacion_chino,caracteres_no_chinos: {'.'},10. 自1996年以来，加拿大土著商业协会已协助启动了近1 000家新土著企业，对4 400多个商业发展项目进行了投资，它所出的每个加元带动了其他来源的2个加元。
82944746,eliminacion_chino,caracteres_no_chinos: {'*'},* 2000年6月在日内瓦举行联合国大会社会发展问题特别会议期间与联合国秘书长科菲·安南先生会谈（进行协商并提交关于新世纪残疾人权利的北京宣言）；
82976004,eliminacion_chino,caracteres_no_chinos: {'.'},11. 主席兼报告员在开幕发言中告诉与会者，他收到了人权事务高级专员的一封信。 高级专员在信中支持在国际十年结束前通过宣言草案。 主席兼报告员希望本届会议至少初步通过数项条款。
82982283,eliminacion_chino,caracteres_no_chinos: {'.'},39. 6月30日，就在国际法院作出裁决不久以前，以色列国防部发表了新的地图。
83023496,eliminacion_chino,caracteres_no_chinos: {'.'},27. 为确保秘书处得到的程序编码符合独立的交易日志的要求，秘书处正向欧盟委员会提供独立的交易日志的技术设计规格，供其作为编制CITL的基础。
83036929,eliminacion_chino,caracteres_no_chinos: {'.'},25. 财务委员会委员的五年任期于2001年12月31日届满。
83043549,eliminacion_chino,caracteres_no_chinos: {'-'},下午1:00-3:00 非公开会议 第5会议室
83077311,eliminacion_chino,caracteres_no_chinos: {'.'},10. 2004年4月19日，波斯尼亚和黑塞哥维那同意提供保证，Milivoj Petkovic少将、Slobodan Praljak退役将军、Jadranko Prlic、Valentin Cori...
83110628,eliminacion_chino,"caracteres_no_chinos: {'.', '-', ','}","4. 磁力计调查中确定的磁力异常区域，显示可能存在未爆炸的军械，应采取清除行动，并应遵守已确定的未爆炸军械调查和清除协议，例如美国工兵团确定的协议（美国工兵团， "" 工程和设计：军械和爆炸物的对策 ""..."
83120792,eliminacion_chino,caracteres_no_chinos: {'.'},4. 裁军国际法和人道主义法的普遍文书
83129883,eliminacion_chino,caracteres_no_chinos: {'.'},4. 预计与会者将通过预定于2005年初举行的区域磋商会等形式就具体措施汇总表提出意见。
83135287,eliminacion_chino,caracteres_no_chinos: {'.'},2.3 工作人员应定期并且在每次前往危险工作地点时审查其根据工作人员细则112.5、212.4或312.4指定的受益人，以便确保指定反映其目前愿望。
83195133,eliminacion_chino,caracteres_no_chinos: {'*'},* 组织每月与民间社会、政府和司法部门的代表举行的协调会议，讨论国家真相与和解委员会的任务的执行情况
83254029,eliminacion_chino,caracteres_no_chinos: {'.'},42. 在秘书长提交大会的关于加强和统一联合国安保管理系统的报告中，提到需要有更加专业化的安保管理系统，可以在不间断分析基础上作出灵活反应，而这又需要加强人员配置，并有能力针对日益加剧的全球威胁，从技...
83297440,eliminacion_chino,"caracteres_no_chinos: {','}","2005年8月11日，经常用来把游客从希族塞人度假地Ayia Napa运送到塞浦路斯岛土族塞人一边的四辆旅游大巴被人纵火完全烧毁（希族塞人日报《Cyprus Mail》,2005年8月12日）。"
83303325,eliminacion_chino,caracteres_no_chinos: {'.'},97. 赞扬驻联合国新闻记者协会设立达格·哈马舍尔德纪念奖学基金，赞助发展中国家记者到联合国总部报道大会期间的活动，并敦促捐赠者向该基金提供财政支助，以便它能够增加向这类记者提供的奖学金数目；
83419111,eliminacion_chino,caracteres_no_chinos: {'.'},11. Rivington女士（加拿大）问：专门机构或非常驻机构没有意愿或能力向国家或区域派驻人员又怎么能更有效地参加到国家一级的进程中去。
83420930,eliminacion_chino,caracteres_no_chinos: {'.'},139. 主席在对讨论情况进行总结时指出，小额贷款和把2005年宣布为小额贷款国际年的做法得到了与会者的一致同意和有力支持。
83464859,eliminacion_chino,caracteres_no_chinos: {'.'},22. 阿塞拜疆已经加入所有反恐怖主义国际文书和一些欧洲公约，并已采取步骤对其国内立法进行相应修改。
83482098,eliminacion_chino,caracteres_no_chinos: {'.'},140. 有些发言者强调指出，在国家、区域和国际层面上对恐怖主义采取的任何对策都必须建立在共同的价值观、准则、标准和体制的基础之上。
83534506,eliminacion_chino,caracteres_no_chinos: {'-'},表2:1958-2000年妇女在政府部门中的席位
83561240,eliminacion_chino,caracteres_no_chinos: {'.'},4. 为了实现这些具体目的，缔约方会议应当通过缔约国提供的信息，对缔约国为实施公约所采取的措施以及实施过程中所遇到的困难获得必要的了解（第32条第4款）。
83658168,eliminacion_chino,caracteres_no_chinos: {'.'},59. 世界和平理事会观察员指出，现今许多国家都已通过了反恐怖主义法律，可适用于各种情况，并列举智利土著人民在反恐怖主义法律下被起诉一事为例。
83670643,eliminacion_chino,caracteres_no_chinos: {'.'},108. 预期结果包括：
83708106,eliminacion_chino,caracteres_no_chinos: {'.'},25. 环境基金《业务方案15》为开展符合环境基金增加供资资格的活动提供了一个框架，以通过可持续土地管理做法解决土地退化的成因及其对生态系统稳定、功能和服务以及对人民的生活和经济福祉造成的消极影响。
